image_id,image_path,disease_class,display_name,width,height,aspect_ratio,total_pixels,file_size_kb,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,contrast,red_dominance,green_dominance,blue_dominance,disease_severity,size_category,brightness_level,dominant_color,avg_color_intensity
1132bee0-fe6b-41a9-9583-7b959c2ca25f___RS_Early.B 7482.JPG,PlantVillage\Potato___Early_blight\1132bee0-fe6b-41a9-9583-7b959c2ca25f___RS_Early.B 7482.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.46,151.21,158.16,138.36,54.13,51.22,66.46,149.24,58.23,2.95,13.38,-16.33,Diseased,Small,Moderate,Green,149.24
11e974fa-928f-45f6-b983-e74c74c7d163___RS_Early.B 7992.JPG,PlantVillage\Potato___Early_blight\11e974fa-928f-45f6-b983-e74c74c7d163___RS_Early.B 7992.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.22,133.34,132.44,108.95,51.12,51.32,58.07,124.91,54.78,12.64,11.3,-23.94,Diseased,Small,Moderate,Red,124.91
12429fa8-02ea-4017-88ef-b2d219b892f7___RS_Early.B 6916.JPG,PlantVillage\Potato___Early_blight\12429fa8-02ea-4017-88ef-b2d219b892f7___RS_Early.B 6916.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.12,129.87,124.5,90.73,58.65,60.21,62.05,115.03,62.76,22.26,14.2,-36.46,Diseased,Small,Moderate,Red,115.03
12826416-efc5-49d3-b615-731629c95435___RS_Early.B 7215.JPG,PlantVillage\Potato___Early_blight\12826416-efc5-49d3-b615-731629c95435___RS_Early.B 7215.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.36,139.47,149.1,122.97,41.51,39.24,51.12,137.18,45.55,3.43,17.88,-21.31,Diseased,Small,Moderate,Green,137.18
129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,PlantVillage\Potato___Early_blight\129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.51,142.35,151.08,132.92,50.92,47.37,58.17,142.12,52.87,0.34,13.44,-13.79,Diseased,Small,Moderate,Green,142.12
12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,PlantVillage\Potato___Early_blight\12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.76,127.18,134.83,113.07,56.58,52.67,63.57,125.03,58.48,3.23,14.71,-17.94,Diseased,Small,Moderate,Green,125.03
12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,PlantVillage\Potato___Early_blight\12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.78,120.87,131.54,105.15,52.76,51.62,61.95,119.18,56.68,2.53,18.53,-21.06,Diseased,Small,Moderate,Green,119.19
12f7b8bd-7aab-48de-ba2e-d2562408542f___RS_Early.B 7386.JPG,PlantVillage\Potato___Early_blight\12f7b8bd-7aab-48de-ba2e-d2562408542f___RS_Early.B 7386.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.77,164.54,159.02,120.97,51.01,51.43,57.48,148.18,56.79,24.54,16.26,-40.81,Diseased,Small,Moderate,Red,148.18
1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,PlantVillage\Potato___Early_blight\1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.11,153.74,157.45,123.75,46.4,45.93,61.17,144.98,53.81,13.14,18.7,-31.85,Diseased,Small,Moderate,Green,144.98
1367d3e9-74fe-4d61-ab24-dd389dcb5d54___RS_Early.B 8011.JPG,PlantVillage\Potato___Early_blight\1367d3e9-74fe-4d61-ab24-dd389dcb5d54___RS_Early.B 8011.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.66,150.63,142.7,121.19,44.5,46.57,59.38,138.17,52.09,18.69,6.79,-25.48,Diseased,Small,Moderate,Red,138.17
13cfb9dc-8951-44c0-8c16-e96fd6ccc659___RS_Early.B 7070.JPG,PlantVillage\Potato___Early_blight\13cfb9dc-8951-44c0-8c16-e96fd6ccc659___RS_Early.B 7070.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.11,130.21,137.49,109.39,48.56,49.79,58.64,125.7,53.86,6.77,17.69,-24.46,Diseased,Small,Moderate,Green,125.7
13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,PlantVillage\Potato___Early_blight\13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.67,134.12,143.64,123.14,42.21,38.1,50.91,133.63,44.85,0.72,15.01,-15.74,Diseased,Small,Moderate,Green,133.63
13e2be1d-56bc-40c6-b5d1-e3bafc1b111e___RS_Early.B 8830.JPG,PlantVillage\Potato___Early_blight\13e2be1d-56bc-40c6-b5d1-e3bafc1b111e___RS_Early.B 8830.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.32,141.5,139.87,105.35,41.02,41.01,51.92,128.91,47.94,18.89,16.44,-35.33,Diseased,Small,Moderate,Red,128.91
14efc692-8ac6-4bd8-a71a-943192d6831a___RS_Early.B 6841.JPG,PlantVillage\Potato___Early_blight\14efc692-8ac6-4bd8-a71a-943192d6831a___RS_Early.B 6841.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.72,121.77,134.45,108.78,48.74,46.39,60.52,121.67,53.29,0.16,19.17,-19.33,Diseased,Small,Moderate,Green,121.67
159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,PlantVillage\Potato___Early_blight\159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.0,140.85,145.76,109.52,40.94,43.21,51.07,132.04,48.04,13.21,20.57,-33.78,Diseased,Small,Moderate,Green,132.04
15ab8118-01fb-4e9c-83a9-94ab224d6854___RS_Early.B 7962.JPG,PlantVillage\Potato___Early_blight\15ab8118-01fb-4e9c-83a9-94ab224d6854___RS_Early.B 7962.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.16,146.04,144.93,101.03,49.52,52.15,60.18,130.66,58.05,23.06,21.39,-44.46,Diseased,Small,Moderate,Red,130.67
16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,PlantVillage\Potato___Early_blight\16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.39,126.77,129.14,90.77,44.18,45.65,60.04,115.56,53.43,16.82,20.37,-37.19,Diseased,Small,Moderate,Green,115.56
16a6f216-6d2a-48fe-b8bc-ff385c96d0d3___RS_Early.B 7220.JPG,PlantVillage\Potato___Early_blight\16a6f216-6d2a-48fe-b8bc-ff385c96d0d3___RS_Early.B 7220.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.55,145.81,157.14,130.61,38.43,37.5,50.33,144.52,43.86,1.93,18.93,-20.86,Diseased,Small,Moderate,Green,144.52
17520079-9d7b-481a-bc9e-676c5404d160___RS_Early.B 6774.JPG,PlantVillage\Potato___Early_blight\17520079-9d7b-481a-bc9e-676c5404d160___RS_Early.B 6774.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.06,151.34,150.01,121.89,50.69,52.48,59.11,141.08,55.89,15.39,13.39,-28.79,Diseased,Small,Moderate,Red,141.08
17667077-cf29-4976-9282-359c6da25cf6___RS_Early.B 6971.JPG,PlantVillage\Potato___Early_blight\17667077-cf29-4976-9282-359c6da25cf6___RS_Early.B 6971.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.13,134.81,133.77,96.68,54.94,56.8,58.94,121.75,59.61,19.58,18.03,-37.61,Diseased,Small,Moderate,Red,121.75
1767fee7-18fd-4597-8c77-d41ec2d62f4e___RS_Early.B 6932.JPG,PlantVillage\Potato___Early_blight\1767fee7-18fd-4597-8c77-d41ec2d62f4e___RS_Early.B 6932.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.64,127.08,138.24,119.52,45.8,45.88,53.28,128.28,49.05,-1.8,14.95,-13.14,Diseased,Small,Moderate,Green,128.28
1769d41b-fd4c-49b1-adce-e89fee6a352e___RS_Early.B 6741.JPG,PlantVillage\Potato___Early_blight\1769d41b-fd4c-49b1-adce-e89fee6a352e___RS_Early.B 6741.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.33,146.29,155.17,126.78,58.91,60.14,63.66,142.75,62.08,5.32,18.63,-23.95,Diseased,Small,Moderate,Green,142.75
17756ec1-9c95-43b3-bedc-933b6e0887f3___RS_Early.B 8251.JPG,PlantVillage\Potato___Early_blight\17756ec1-9c95-43b3-bedc-933b6e0887f3___RS_Early.B 8251.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.48,138.69,144.1,113.44,42.79,41.56,54.12,132.08,48.38,9.92,18.03,-27.95,Diseased,Small,Moderate,Green,132.08
17848019-6609-4cc9-b27b-c70b296ceb09___RS_Early.B 7049.JPG,PlantVillage\Potato___Early_blight\17848019-6609-4cc9-b27b-c70b296ceb09___RS_Early.B 7049.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.15,153.16,155.11,120.52,38.05,39.37,50.61,142.93,45.88,15.35,18.26,-33.61,Diseased,Small,Moderate,Green,142.93
1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,PlantVillage\Potato___Early_blight\1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.03,115.05,119.29,99.35,49.78,46.74,53.25,111.23,50.72,5.73,12.09,-17.82,Diseased,Small,Moderate,Green,111.23
17a06d03-8a7b-48a8-aaf9-3300741c65de___RS_Early.B 7625.JPG,PlantVillage\Potato___Early_blight\17a06d03-8a7b-48a8-aaf9-3300741c65de___RS_Early.B 7625.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.21,145.86,144.87,121.8,52.42,54.05,66.37,137.51,59.01,12.52,11.04,-23.56,Diseased,Small,Moderate,Red,137.51
1896de06-b6eb-4c01-a6c6-3247405765b8___RS_Early.B 8335.JPG,PlantVillage\Potato___Early_blight\1896de06-b6eb-4c01-a6c6-3247405765b8___RS_Early.B 8335.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.03,136.85,140.65,117.31,52.04,46.24,60.67,131.6,54.29,7.87,13.58,-21.44,Diseased,Small,Moderate,Green,131.6
192c9d29-4a86-457b-a779-1dd36f225a5b___RS_Early.B 8012.JPG,PlantVillage\Potato___Early_blight\192c9d29-4a86-457b-a779-1dd36f225a5b___RS_Early.B 8012.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.7,142.86,134.98,110.01,52.36,53.14,61.81,129.28,57.66,20.36,8.55,-28.91,Diseased,Small,Moderate,Red,129.28
1994cd3e-4000-4c56-bede-d35a1eecc287___RS_Early.B 6867.JPG,PlantVillage\Potato___Early_blight\1994cd3e-4000-4c56-bede-d35a1eecc287___RS_Early.B 6867.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.54,139.41,148.23,127.79,46.84,45.73,58.02,138.47,51.19,1.4,14.63,-16.02,Diseased,Small,Moderate,Green,138.48
1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early.B 7330.JPG,PlantVillage\Potato___Early_blight\1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early.B 7330.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.45,142.49,152.32,134.08,46.7,46.53,53.45,142.96,49.56,-0.71,14.03,-13.32,Diseased,Small,Moderate,Green,142.96
1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,PlantVillage\Potato___Early_blight\1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,23.12,136.78,145.66,111.62,45.54,45.82,56.43,131.35,51.58,8.14,21.46,-29.6,Diseased,Small,Moderate,Green,131.35
1a77c047-7ed8-4f02-bfaf-a19e7a67c3dd___RS_Early.B 7076.JPG,PlantVillage\Potato___Early_blight\1a77c047-7ed8-4f02-bfaf-a19e7a67c3dd___RS_Early.B 7076.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.7,133.04,140.99,113.82,52.54,53.88,63.48,129.28,57.98,5.63,17.56,-23.19,Diseased,Small,Moderate,Green,129.28
1af20ff8-980d-4912-b337-804b09667de3___RS_Early.B 7392.JPG,PlantVillage\Potato___Early_blight\1af20ff8-980d-4912-b337-804b09667de3___RS_Early.B 7392.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.04,148.51,142.47,104.8,51.55,52.17,61.73,131.93,58.63,24.87,15.82,-40.69,Diseased,Small,Moderate,Red,131.93
1b0a2898-00b9-4a12-b4dc-a89b77b9e8b7___RS_Early.B 6928.JPG,PlantVillage\Potato___Early_blight\1b0a2898-00b9-4a12-b4dc-a89b77b9e8b7___RS_Early.B 6928.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.84,141.05,144.2,110.49,52.0,54.0,61.09,131.91,57.86,13.7,18.43,-32.13,Diseased,Small,Moderate,Green,131.91
1b4304a9-88c2-4c09-bfea-830fa162a35a___RS_Early.B 7188.JPG,PlantVillage\Potato___Early_blight\1b4304a9-88c2-4c09-bfea-830fa162a35a___RS_Early.B 7188.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.03,140.11,151.02,129.97,47.15,45.16,57.16,140.36,50.83,-0.38,15.98,-15.6,Diseased,Small,Moderate,Green,140.37
1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG,PlantVillage\Potato___Early_blight\1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.63,140.74,148.01,128.21,52.51,50.89,60.68,138.99,55.47,2.63,13.53,-16.16,Diseased,Small,Moderate,Green,138.99
1c4e0445-375a-4c5d-b6fd-6123d22f009f___RS_Early.B 7972.JPG,PlantVillage\Potato___Early_blight\1c4e0445-375a-4c5d-b6fd-6123d22f009f___RS_Early.B 7972.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.47,127.64,136.07,114.19,55.7,53.83,62.29,125.97,58.09,2.52,15.15,-17.67,Diseased,Small,Moderate,Green,125.97
1ca9e3ba-e029-48bf-b207-e8cb3546f953___RS_Early.B 7978.JPG,PlantVillage\Potato___Early_blight\1ca9e3ba-e029-48bf-b207-e8cb3546f953___RS_Early.B 7978.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.65,126.46,135.19,113.53,58.31,55.17,64.52,125.06,60.12,2.1,15.19,-17.29,Diseased,Small,Moderate,Green,125.06
1cb05d87-027d-4bf0-b5c4-4c1a57896ac6___RS_Early.B 7936.JPG,PlantVillage\Potato___Early_blight\1cb05d87-027d-4bf0-b5c4-4c1a57896ac6___RS_Early.B 7936.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.3,140.71,142.1,122.98,49.13,46.92,58.08,135.26,52.33,8.18,10.25,-18.43,Diseased,Small,Moderate,Green,135.26
1d038d64-7f3c-4b4d-9b3d-7736f97b59a0___RS_Early.B 7994.JPG,PlantVillage\Potato___Early_blight\1d038d64-7f3c-4b4d-9b3d-7736f97b59a0___RS_Early.B 7994.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.63,145.35,156.35,133.23,47.02,40.5,54.41,144.98,48.58,0.56,17.06,-17.62,Diseased,Small,Moderate,Green,144.98
1d18a770-8a16-4765-bae9-5d96f781db89___RS_Early.B 7803.JPG,PlantVillage\Potato___Early_blight\1d18a770-8a16-4765-bae9-5d96f781db89___RS_Early.B 7803.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.12,132.11,140.24,115.65,51.15,49.55,59.18,129.33,54.43,4.16,16.36,-20.52,Diseased,Small,Moderate,Green,129.33
1d2ec63e-acfb-4a80-ba21-853a724fff4a___RS_Early.B 8083.JPG,PlantVillage\Potato___Early_blight\1d2ec63e-acfb-4a80-ba21-853a724fff4a___RS_Early.B 8083.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.2,141.35,135.46,102.72,56.32,61.21,63.45,126.51,62.74,22.26,13.42,-35.68,Diseased,Small,Moderate,Red,126.51
1d301622-e359-49d5-b4ca-6837f254fd1b___RS_Early.B 6719.JPG,PlantVillage\Potato___Early_blight\1d301622-e359-49d5-b4ca-6837f254fd1b___RS_Early.B 6719.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.44,149.81,144.46,113.12,58.09,57.67,56.79,135.8,59.75,21.02,12.99,-34.01,Diseased,Small,Moderate,Red,135.8
1d466431-007d-4b3b-bd45-b09f1a6f7bad___RS_Early.B 8932.JPG,PlantVillage\Potato___Early_blight\1d466431-007d-4b3b-bd45-b09f1a6f7bad___RS_Early.B 8932.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.62,142.54,137.82,103.58,51.0,53.57,61.26,127.98,58.1,21.84,14.76,-36.59,Diseased,Small,Moderate,Red,127.98
1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early.B 8912.JPG,PlantVillage\Potato___Early_blight\1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early.B 8912.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.14,144.53,150.83,118.63,49.8,51.56,57.83,138.0,54.97,9.8,19.25,-29.05,Diseased,Small,Moderate,Green,138.0
1daae61a-7014-4efe-b855-018999a5be9b___RS_Early.B 6852.JPG,PlantVillage\Potato___Early_blight\1daae61a-7014-4efe-b855-018999a5be9b___RS_Early.B 6852.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.88,129.37,145.67,120.36,51.03,48.04,58.67,131.8,53.8,-3.65,20.81,-17.16,Diseased,Small,Moderate,Green,131.8
1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,PlantVillage\Potato___Early_blight\1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.99,155.25,156.58,127.37,48.59,50.23,56.88,146.4,53.74,13.27,15.27,-28.54,Diseased,Small,Moderate,Green,146.4
1defd277-6394-4049-895d-470f1e27e189___RS_Early.B 8931.JPG,PlantVillage\Potato___Early_blight\1defd277-6394-4049-895d-470f1e27e189___RS_Early.B 8931.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.36,138.47,133.14,104.47,51.83,54.69,61.46,125.36,58.09,19.67,11.66,-31.33,Diseased,Small,Moderate,Red,125.36
1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG,PlantVillage\Potato___Early_blight\1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.38,140.77,144.48,124.68,46.76,46.41,58.98,136.64,51.77,6.18,11.75,-17.94,Diseased,Small,Moderate,Green,136.64
1e99ce6b-b7fa-4ae1-9076-279f430b8c5f___RS_Early.B 7092.JPG,PlantVillage\Potato___Early_blight\1e99ce6b-b7fa-4ae1-9076-279f430b8c5f___RS_Early.B 7092.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.0,143.34,150.12,118.5,40.4,40.4,59.4,137.32,49.49,9.03,19.2,-28.23,Diseased,Small,Moderate,Green,137.32
1ee04a42-fa1c-4f6b-a88b-4cf583b188ea___RS_Early.B 8494.JPG,PlantVillage\Potato___Early_blight\1ee04a42-fa1c-4f6b-a88b-4cf583b188ea___RS_Early.B 8494.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.61,147.5,160.82,144.68,58.08,53.9,67.47,151.0,60.49,-5.26,14.74,-9.48,Diseased,Small,Bright,Green,151.0
1f56ef5b-9a3b-4731-bf82-b08aeb84fcb5___RS_Early.B 9032.JPG,PlantVillage\Potato___Early_blight\1f56ef5b-9a3b-4731-bf82-b08aeb84fcb5___RS_Early.B 9032.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.02,148.67,148.17,109.02,36.54,38.83,49.05,135.29,45.76,20.08,19.33,-39.4,Diseased,Small,Moderate,Red,135.29
1f80f111-6a3e-4dfc-8456-0f3e9a19ae10___RS_Early.B 6879.JPG,PlantVillage\Potato___Early_blight\1f80f111-6a3e-4dfc-8456-0f3e9a19ae10___RS_Early.B 6879.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.25,134.46,144.99,126.58,44.6,39.72,55.64,135.34,47.73,-1.33,14.47,-13.14,Diseased,Small,Moderate,Green,135.34
1f830d02-1fc6-41d6-99c6-851e0d2af4ad___RS_Early.B 9182.JPG,PlantVillage\Potato___Early_blight\1f830d02-1fc6-41d6-99c6-851e0d2af4ad___RS_Early.B 9182.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.58,145.9,152.93,124.96,47.82,48.37,58.97,141.26,53.31,6.95,17.51,-24.45,Diseased,Small,Moderate,Green,141.26
1ff86a73-9f36-45c5-8012-c5d90445b7ac___RS_Early.B 8563.JPG,PlantVillage\Potato___Early_blight\1ff86a73-9f36-45c5-8012-c5d90445b7ac___RS_Early.B 8563.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.12,125.11,125.65,94.63,45.38,44.78,53.38,115.13,50.14,14.97,15.78,-30.75,Diseased,Small,Moderate,Green,115.13
201fed44-8dde-4ece-9e76-3706b8afdf46___RS_Early.B 8259.JPG,PlantVillage\Potato___Early_blight\201fed44-8dde-4ece-9e76-3706b8afdf46___RS_Early.B 8259.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.0,131.26,127.19,109.65,60.01,61.58,68.16,122.7,64.04,12.84,6.73,-19.58,Diseased,Small,Moderate,Red,122.7
203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG,PlantVillage\Potato___Early_blight\203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.23,132.92,131.52,106.12,60.01,61.62,59.52,123.52,61.63,14.1,12.0,-26.1,Diseased,Small,Moderate,Red,123.52
20421747-c083-48a1-aed5-b1097ae50491___RS_Early.B 8203.JPG,PlantVillage\Potato___Early_blight\20421747-c083-48a1-aed5-b1097ae50491___RS_Early.B 8203.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.18,114.28,120.3,93.1,54.83,52.99,61.13,109.23,57.62,7.58,16.61,-24.19,Diseased,Small,Moderate,Green,109.23
20978e65-f4d0-419a-bab9-f6042ab2d318___RS_Early.B 6868.JPG,PlantVillage\Potato___Early_blight\20978e65-f4d0-419a-bab9-f6042ab2d318___RS_Early.B 6868.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.61,123.4,132.65,115.29,47.36,46.25,57.03,123.78,50.94,-0.57,13.3,-12.73,Diseased,Small,Moderate,Green,123.78
20e451e3-74a4-4a5b-b11c-257506f13a8f___RS_Early.B 6984.JPG,PlantVillage\Potato___Early_blight\20e451e3-74a4-4a5b-b11c-257506f13a8f___RS_Early.B 6984.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.5,122.73,129.57,94.03,55.19,56.76,65.91,115.44,61.43,10.93,21.19,-32.12,Diseased,Small,Moderate,Green,115.44
211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG,PlantVillage\Potato___Early_blight\211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.54,145.16,146.99,119.49,49.05,50.59,60.58,137.21,55.1,11.92,14.67,-26.59,Diseased,Small,Moderate,Green,137.21
212c3c65-e30e-496f-ab5e-c2f4b0446d8f___RS_Early.B 8195.JPG,PlantVillage\Potato___Early_blight\212c3c65-e30e-496f-ab5e-c2f4b0446d8f___RS_Early.B 8195.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.13,103.83,114.61,95.07,46.41,42.89,55.56,104.5,49.23,-1.01,15.16,-14.15,Diseased,Small,Moderate,Green,104.5
216a1a08-c4be-4fa9-b880-c260909e1dbc___RS_Early.B 6881.JPG,PlantVillage\Potato___Early_blight\216a1a08-c4be-4fa9-b880-c260909e1dbc___RS_Early.B 6881.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.34,132.02,146.62,122.91,41.05,39.8,48.64,133.85,44.43,-2.74,19.16,-16.42,Diseased,Small,Moderate,Green,133.85
21ca5caf-147b-4a1a-a2da-edfc1c81b62e___RS_Early.B 8926.JPG,PlantVillage\Potato___Early_blight\21ca5caf-147b-4a1a-a2da-edfc1c81b62e___RS_Early.B 8926.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.13,128.07,124.65,92.59,47.96,50.65,55.32,115.1,53.83,19.46,14.32,-33.78,Diseased,Small,Moderate,Red,115.1
21d50c27-900e-4644-ab01-0cc96214d2f6___RS_Early.B 7153.JPG,PlantVillage\Potato___Early_blight\21d50c27-900e-4644-ab01-0cc96214d2f6___RS_Early.B 7153.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.29,156.18,155.02,134.52,43.0,44.39,60.17,148.58,50.78,11.41,9.67,-21.09,Diseased,Small,Moderate,Red,148.57
221c911f-e483-407c-b672-21150d09d57e___RS_Early.B 7678.JPG,PlantVillage\Potato___Early_blight\221c911f-e483-407c-b672-21150d09d57e___RS_Early.B 7678.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.26,146.64,146.4,116.17,45.1,47.3,60.64,136.4,53.42,15.35,15.0,-30.35,Diseased,Small,Moderate,Red,136.4
22b28f50-4141-4ca7-be3f-ccb1c521c2df___RS_Early.B 8285.JPG,PlantVillage\Potato___Early_blight\22b28f50-4141-4ca7-be3f-ccb1c521c2df___RS_Early.B 8285.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.81,97.33,104.2,88.47,44.78,44.9,54.59,96.67,48.74,0.99,11.31,-12.3,Diseased,Small,Dark,Green,96.67
22d1678a-3abd-4fe6-ac13-b654e2589280___RS_Early.B 8523.JPG,PlantVillage\Potato___Early_blight\22d1678a-3abd-4fe6-ac13-b654e2589280___RS_Early.B 8523.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.53,108.3,124.95,115.89,45.34,41.78,52.7,116.38,47.32,-12.12,12.85,-0.73,Diseased,Small,Moderate,Green,116.38
232c8d25-3bfe-41ea-b24f-2b3629a0253a___RS_Early.B 9200.JPG,PlantVillage\Potato___Early_blight\232c8d25-3bfe-41ea-b24f-2b3629a0253a___RS_Early.B 9200.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.53,143.92,147.92,113.18,47.37,51.8,54.64,135.01,53.65,13.37,19.37,-32.74,Diseased,Small,Moderate,Green,135.01
23546e04-7151-4dbd-95a1-687d963eb132___RS_Early.B 7402.JPG,PlantVillage\Potato___Early_blight\23546e04-7151-4dbd-95a1-687d963eb132___RS_Early.B 7402.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.21,137.56,145.88,116.09,47.08,46.62,59.41,133.18,52.89,6.58,19.05,-25.63,Diseased,Small,Moderate,Green,133.18
